female	isei	w_fstuwt	wnrschbw	high_school	college	one_for	both_for	test_lang	pass_read	id_school	wvarstr
1	70	801.0261	175.22	0	1	0	0	1	1	67	33
0	56	801.0261	175.22	1	0	0	0	1	0	67	33
0	24	801.0261	175.22	0	1	0	0	1	0	67	33
1	34	801.0261	175.22	1	0	0	0	1	0	67	33
0	70	801.0261	175.22	0	1	0	0	1	1	67	33
0	30	801.0261	175.22	0	1	0	0	1	0	67	33
0	21	801.0261	175.22	1	0	0	0	1	1	67	33
0	30	801.0261	175.22	0	1	0	0	1	0	67	33
0	56	1108.231	61.08	0	1	0	0	1	0	68	33
0	41	1108.231	61.08	0	1	0	0	1	1	68	33
1	69	1358.477	61.08	0	1	0	0	1	1	68	33
0	51	1108.231	61.08	0	1	0	0	1	0	68	33
0	51	1108.231	61.08	1	0	0	0	1	1	68	33
0	70	1358.477	61.08	0	1	0	0	1	0	68	33
1	67	1108.231	61.08	0	1	0	0	1	1	68	33
1	54	1108.231	61.08	0	1	0	0	1	0	68	33
1	70	1108.231	61.08	1	0	0	0	1	0	68	33
0	56	1358.477	61.08	0	1	0	0	1	0	68	33
0	71	1108.231	61.08	0	1	0	0	1	0	68	33
0	56	1358.477	61.08	0	1	0	0	1	0	68	33
1	40	1108.231	61.08	1	0	0	0	1	0	68	33
1	67	1108.231	61.08	0	1	0	0	1	1	68	33
1	23	1358.477	61.08	0	1	0	0	1	0	68	33
1	69	1108.231	61.08	0	1	0	0	1	1	68	33
1	67	1108.231	61.08	1	0	0	0	1	1	68	33
1	64	1358.477	61.08	0	1	0	0	1	0	68	33
1	51	1108.231	61.08	0	1	0	0	1	1	68	33
1	79	1108.231	61.08	1	0	0	0	1	0	68	33
0	38	1108.231	61.08	0	1	0	0	1	1	68	33
0	46	1358.477	61.08	0	1	0	0	1	1	68	33
1	51	1108.231	61.08	0	1	0	0	1	0	68	33
0	38	3310.511	2065.54	1	0	0	0	1	0	69	43
0	30	856.8754	71.69	1	0	0	0	1	0	70	43
0	53	979.2862	71.69	1	0	1	0	1	0	70	43
1	30	856.8754	71.69	1	0	0	0	1	0	70	43
1	35	856.8754	71.69	1	0	0	0	1	1	70	43
0	31	979.2862	71.69	1	0	0	0	1	0	70	43
1	27	856.8754	71.69	0	0	0	1	0	0	70	43
1	30	979.2862	71.69	0	0	0	1	1	0	70	43
0	32	856.8754	71.69	0	0	0	1	0	1	70	43
1	34	856.8754	71.69	1	0	0	0	1	0	70	43
1	34	856.8754	71.69	1	0	0	0	1	1	70	43
1	56	1542.834	83.59	0	1	0	0	1	1	71	43
0	56	1542.834	83.59	1	0	0	0	1	0	71	43
0	30	1542.834	83.59	0	1	0	0	0	0	71	43
1	34	1258.628	83.59	1	0	0	0	1	0	71	43
1	23	1542.834	83.59	0	0	0	1	0	0	71	43
1	40	1542.834	83.59	1	0	0	0	1	0	71	43
1	58	1258.628	83.59	1	0	0	0	1	0	71	43
1	50	1258.628	83.59	0	1	0	0	1	1	71	43
1	68	1258.628	83.59	0	1	0	0	1	0	71	43
0	56	1542.834	83.59	0	1	0	0	1	0	71	43
0	31	1542.834	83.59	1	0	0	0	1	0	71	43
1	51	1133.67	53.44	0	1	0	0	1	1	72	43
1	43	1133.67	53.44	1	0	0	0	1	1	72	43
0	34	1133.67	53.44	0	1	0	0	1	0	72	43
0	69	924.8358	53.44	0	1	0	0	1	0	72	43
1	77	1133.67	53.44	0	1	0	0	1	1	72	43
0	69	924.8358	53.44	0	1	0	0	1	1	72	43
1	77	1133.67	53.44	0	1	0	0	1	1	72	43
0	59	1133.67	53.44	1	0	0	0	1	0	72	43
0	28	1133.67	53.44	0	1	0	0	1	1	72	43
1	34	924.8358	53.44	1	0	0	0	1	0	72	43
1	34	1133.67	53.44	1	0	0	0	1	1	72	43
0	67	924.8358	53.44	0	1	0	0	1	0	72	43
0	29	1133.67	53.44	1	0	0	0	1	0	72	43
0	40	924.8358	53.44	0	1	0	0	1	1	72	43
0	69	924.8358	53.44	0	1	0	0	1	0	72	43
0	32	1133.67	53.44	1	0	0	0	1	0	72	43
1	30	1133.67	53.44	0	1	0	0	1	0	72	43
1	30	1133.67	53.44	1	0	0	0	1	0	72	43
0	34	1133.67	53.44	1	0	0	0	1	0	72	43
0	69	924.8358	53.44	0	1	0	0	1	1	72	43
1	34	391.3304	65.8	1	0	0	0	1	0	73	43
0	32	342.4141	65.8	1	0	0	0	1	0	73	43
0	30	342.4141	65.8	0	1	0	0	1	0	73	43
1	54	346.7823	261.46	1	0	0	0	1	1	74	43
1	44	346.7823	261.46	0	1	0	0	1	0	74	43
1	70	346.7823	261.46	0	1	0	0	1	1	74	43
1	69	346.7823	261.46	0	1	0	0	1	1	74	43
1	32	346.7823	261.46	0	1	0	0	1	1	74	43
1	69	346.7823	261.46	0	1	0	0	1	1	74	43
1	30	346.7823	261.46	0	1	0	0	1	0	74	43
1	69	346.7823	261.46	1	0	0	0	1	1	74	43
0	50	346.7823	261.46	0	1	0	0	1	1	74	43
1	34	346.7823	261.46	1	0	0	0	1	0	74	43
0	36	346.7823	261.46	1	0	0	0	1	0	74	43
0	56	346.7823	261.46	0	1	0	0	1	0	74	43
1	67	346.7823	261.46	0	1	0	0	1	1	74	43
1	50	346.7823	261.46	0	1	0	0	1	0	74	43
1	85	346.7823	261.46	0	1	0	0	1	1	74	43
1	36	346.7823	261.46	0	1	0	0	1	1	74	43
1	70	346.7823	261.46	0	1	0	0	1	0	74	43
1	39	346.7823	261.46	0	1	0	0	1	1	74	43
0	36	346.7823	261.46	0	1	0	0	1	1	74	43
1	36	346.7823	261.46	1	0	0	0	1	1	74	43
1	23	346.7823	261.46	1	0	0	0	1	1	74	43
0	29	346.7823	261.46	0	1	0	0	1	0	74	43
0	50	346.7823	261.46	0	1	0	0	1	0	74	43
0	56	346.7823	261.46	0	1	0	0	1	0	74	43
1	29	346.7823	261.46	0	1	0	0	1	1	74	43
1	52	346.7823	261.46	1	0	0	0	1	1	74	43
0	30	346.7823	261.46	1	0	0	0	0	0	74	43
1	56	346.7823	261.46	0	1	0	0	1	1	74	43
0	69	1411.444	99.64	0	1	0	0	1	0	75	43
0	71	1411.444	99.64	0	1	0	0	1	0	75	43
1	54	1151.441	99.64	0	1	0	0	1	0	75	43
1	67	1151.441	99.64	0	1	0	0	1	1	75	43
1	71	1151.441	99.64	0	1	0	1	1	1	75	43
1	70	1151.441	99.64	0	1	0	0	1	1	75	43
0	40	1411.444	99.64	0	1	0	0	1	0	75	43
0	74	1151.441	99.64	0	1	0	1	0	1	75	43
1	69	1151.441	99.64	0	1	0	1	1	1	75	43
0	43	1151.441	99.64	0	1	0	0	1	0	75	43
1	69	1411.444	99.64	0	1	0	0	1	0	75	43
1	29	1411.444	99.64	0	1	0	0	1	0	75	43
1	50	1151.441	99.64	0	1	0	0	1	1	75	43
1	30	1151.441	99.64	0	1	0	0	1	1	75	43
1	88	1151.441	99.64	0	1	0	0	1	1	75	43
1	34	1411.444	99.64	1	0	0	0	1	1	75	43
0	26	1151.441	99.64	1	0	0	0	1	1	75	43
1	57	1151.441	99.64	0	1	0	0	1	1	75	43
0	69	1411.444	99.64	0	1	1	0	1	0	75	43
0	71	1151.441	99.64	0	1	0	0	1	1	75	43
1	53	1151.441	99.64	0	1	0	1	1	0	75	43
0	69	1151.441	99.64	0	1	0	1	1	1	75	43
0	69	1411.444	99.64	0	1	0	0	1	1	75	43
0	71	1411.444	99.64	0	1	0	0	1	0	75	43
1	34	1304.485	299.21	0	1	0	0	1	0	76	44
0	30	1304.485	299.21	1	0	0	0	1	1	76	44
1	30	1304.485	299.21	1	0	0	0	1	0	76	44
0	34	1599.046	299.21	1	0	0	0	1	0	76	44
0	30	1304.485	299.21	1	0	0	0	1	1	76	44
1	56	1304.485	299.21	0	1	0	0	1	1	76	44
0	25	1599.046	299.21	1	0	0	0	1	1	76	44
1	70	1599.046	299.21	1	0	0	0	1	1	76	44
1	30	1599.046	299.21	1	0	0	0	1	1	76	44
1	70	1599.046	299.21	1	0	0	0	1	1	76	44
1	69	1304.485	299.21	1	0	0	0	1	0	76	44
1	49	1304.485	299.21	1	0	0	0	1	0	76	44
1	37	1599.046	299.21	1	0	0	0	1	1	76	44
1	23	1304.485	299.21	1	0	0	0	1	0	76	44
1	35	1304.485	299.21	1	0	0	0	1	0	76	44
0	30	1304.485	299.21	1	0	0	0	1	1	76	44
1	29	1304.485	299.21	1	0	0	0	1	0	76	44
0	41	1599.046	299.21	0	1	0	0	1	0	76	44
1	71	629.0178	72.3	1	0	0	0	1	0	77	44
0	69	629.0178	72.3	0	1	0	0	1	0	77	44
0	30	629.0178	72.3	1	0	0	0	1	0	77	44
0	69	629.0178	72.3	1	0	0	0	1	0	77	44
1	45	629.0178	72.3	1	0	0	0	1	0	77	44
0	51	629.0178	72.3	0	1	0	0	1	0	77	44
1	33	629.0178	72.3	1	0	0	0	1	0	77	44
0	67	629.0178	72.3	0	1	0	0	1	1	77	44
0	41	629.0178	72.3	1	0	0	0	1	1	77	44
1	43	629.0178	72.3	0	1	0	0	1	0	77	44
1	34	629.0178	72.3	1	0	0	0	1	1	77	44
1	32	629.0178	72.3	0	1	0	0	1	1	77	44
0	34	629.0178	72.3	1	0	0	0	1	0	77	44
1	51	629.0178	72.3	1	0	0	0	1	0	77	44
1	67	629.0178	72.3	0	1	0	0	1	1	77	44
1	69	629.0178	72.3	1	0	0	0	1	0	77	44
0	23	629.0178	72.3	1	0	0	0	1	0	77	44
0	70	629.0178	72.3	0	1	0	0	1	0	77	44
0	56	629.0178	72.3	0	1	0	0	1	0	77	44
1	50	1183.786	95.01	0	1	0	0	1	1	78	44
0	38	1183.786	95.01	0	0	0	0	1	0	78	44
0	30	965.7203	95.01	1	0	0	0	1	0	78	44
0	88	1183.786	95.01	0	1	0	0	1	1	78	44
1	23	1183.786	95.01	0	1	0	0	1	1	78	44
1	49	965.7203	95.01	0	0	0	1	0	0	78	44
0	40	1183.786	95.01	0	1	0	0	1	0	78	44
0	30	965.7203	95.01	0	1	0	0	1	1	78	44
0	41	1183.786	95.01	0	1	0	0	1	1	78	44
0	59	965.7203	95.01	1	0	0	0	1	0	78	44
0	38	1183.786	95.01	0	1	0	0	1	0	78	44
0	77	1183.786	95.01	0	1	0	0	1	0	78	44
0	59	1183.786	95.01	1	0	0	0	1	1	78	44
1	56	1183.786	95.01	1	0	0	0	1	0	78	44
1	37	1183.786	95.01	1	0	0	0	1	0	78	44
0	59	965.7203	95.01	1	0	0	0	1	0	78	44
0	54	825.5002	74.3	0	1	0	0	1	1	79	44
1	69	825.5002	74.3	0	1	0	0	1	0	79	44
1	51	825.5002	74.3	0	1	0	0	1	1	79	44
1	59	825.5002	74.3	0	1	0	0	1	1	79	44
1	23	825.5002	74.3	1	0	0	0	1	0	79	44
1	45	825.5002	74.3	0	1	0	0	1	0	79	44
1	59	825.5002	74.3	0	1	0	0	1	1	79	44
1	30	825.5002	74.3	1	0	0	0	1	1	79	44
0	43	825.5002	74.3	1	0	0	0	1	0	79	44
1	90	825.5002	74.3	0	1	0	0	1	0	79	44
1	44	825.5002	74.3	0	1	0	0	1	1	79	44
1	34	825.5002	74.3	1	0	0	0	1	0	79	44
0	51	825.5002	74.3	0	1	0	0	1	1	79	44
1	85	320.5203	41.95	0	1	0	0	1	1	80	51
0	71	320.5203	41.95	0	1	0	0	1	0	80	51
1	59	320.5203	41.95	1	0	1	0	1	0	80	51
0	67	320.5203	41.95	0	1	0	0	1	1	80	51
0	51	320.5203	41.95	0	1	0	0	1	1	80	51
0	85	320.5203	41.95	0	1	0	0	1	1	80	51
1	37	320.5203	41.95	1	0	0	0	1	1	80	51
0	59	320.5203	41.95	0	1	0	0	1	0	80	51
1	33	320.5203	41.95	0	1	0	0	1	1	80	51
1	69	320.5203	41.95	0	1	0	0	1	0	80	51
1	33	320.5203	41.95	0	0	0	1	0	1	80	51
1	30	320.5203	41.95	1	0	0	0	1	0	80	51
1	67	320.5203	41.95	0	1	0	0	1	0	80	51
0	51	320.5203	41.95	1	0	0	0	1	1	80	51
1	67	320.5203	41.95	0	1	0	0	1	1	80	51
1	67	320.5203	41.95	0	1	0	0	1	1	80	51
1	58	320.5203	41.95	1	0	0	0	1	0	80	51
0	30	320.5203	41.95	0	1	0	0	1	0	80	51
1	77	320.5203	41.95	0	1	0	0	1	1	80	51
1	64	320.5203	41.95	0	1	0	0	1	1	80	51
0	64	866.6696	122.45	0	1	0	0	1	0	81	51
1	50	866.6696	122.45	0	1	1	0	1	0	81	51
1	30	866.6696	122.45	0	1	0	0	0	0	81	51
1	69	866.6696	122.45	0	1	0	0	1	0	81	51
1	32	866.6696	122.45	0	1	0	0	1	0	81	51
1	30	866.6696	122.45	0	1	0	0	1	0	81	51
1	30	866.6696	122.45	0	1	0	0	1	0	81	51
0	26	866.6696	122.45	0	0	0	0	1	0	81	51
0	29	866.6696	122.45	1	0	0	0	1	0	81	51
1	34	866.6696	122.45	0	1	0	0	1	0	81	51
1	37	866.6696	122.45	0	1	0	0	1	0	81	51
1	33	866.6696	122.45	0	1	0	0	1	0	81	51
1	33	866.6696	122.45	1	0	0	0	1	0	81	51
1	23	345.414	301.63	0	1	1	0	0	1	82	52
1	16	345.414	301.63	1	0	0	0	1	0	82	52
0	23	345.414	301.63	0	0	0	1	1	0	82	52
1	56	319.6154	301.63	0	1	0	1	1	0	82	52
1	43	319.6154	301.63	0	0	0	1	0	0	82	52
1	30	345.414	301.63	0	0	0	1	0	0	82	52
0	53	345.414	301.63	0	1	0	0	1	1	82	52
0	44	319.6154	301.63	1	0	0	1	0	0	82	52
0	37	319.6154	301.63	0	1	0	0	1	1	82	52
1	16	345.414	301.63	0	0	0	1	1	1	82	52
1	16	345.414	301.63	0	0	0	1	0	0	82	52
0	69	319.6154	301.63	0	1	0	0	1	0	82	52
1	56	345.414	301.63	1	0	0	0	1	1	82	52
1	49	319.6154	301.63	1	0	0	0	1	1	82	52
1	59	345.414	301.63	0	1	0	0	1	1	82	52
0	59	319.6154	301.63	0	1	0	0	1	1	82	52
1	33	345.414	301.63	1	0	0	0	1	1	82	52
0	23	345.414	301.63	0	1	0	0	1	0	82	52
0	29	319.6154	301.63	0	1	0	0	1	0	82	52
0	16	319.6154	301.63	0	0	0	1	0	0	82	52
1	30	319.6154	301.63	1	0	0	1	0	0	82	52
1	67	2656.165	2251.62	0	1	0	0	1	1	83	52
1	28	2656.165	2251.62	0	0	0	0	1	0	83	52
0	69	725.6834	108.22	0	1	0	0	1	0	84	52
0	49	725.6834	108.22	0	1	0	0	1	1	84	52
1	85	725.6834	108.22	0	1	0	0	1	1	84	52
1	34	725.6834	108.22	1	0	0	0	1	1	84	52
1	34	725.6834	108.22	0	0	0	0	1	0	84	52
0	30	725.6834	108.22	0	0	0	0	1	0	84	52
1	74	725.6834	108.22	0	1	0	0	1	0	84	52
1	34	725.6834	108.22	1	0	0	0	1	1	84	52
1	88	725.6834	108.22	0	1	0	0	1	0	84	52
1	50	725.6834	108.22	1	0	0	0	1	1	84	52
1	49	725.6834	108.22	1	0	0	0	1	0	84	52
1	51	725.6834	108.22	0	1	0	0	1	1	84	52
0	69	725.6834	108.22	0	1	1	0	1	0	84	52
0	69	725.6834	108.22	0	1	0	0	1	0	84	52
1	57	725.6834	108.22	0	1	0	0	1	1	84	52
0	33	725.6834	108.22	1	0	0	0	1	0	84	52
1	69	725.6834	108.22	0	1	0	0	1	1	84	52
0	69	725.6834	108.22	0	1	0	0	1	1	84	52
0	25	725.6834	108.22	0	1	0	0	1	0	84	52
1	29	1235.795	1235.8	0	0	0	0	1	1	85	51
0	43	1235.795	1235.8	0	1	0	0	1	0	85	51
1	30	1335.545	1235.8	1	0	1	0	1	0	85	51
0	28	504.1169	275.69	1	0	0	0	1	0	86	51
0	69	504.1169	275.69	1	0	0	0	1	0	86	51
1	34	504.1169	275.69	1	0	0	0	1	1	86	51
0	21	544.808	275.69	1	0	1	0	1	0	86	51
1	30	504.1169	275.69	1	0	0	0	1	0	86	51
1	28	504.1169	275.69	0	1	0	0	1	1	86	51
0	34	544.808	275.69	0	0	0	0	1	0	86	51
1	23	504.1169	275.69	0	0	0	0	1	0	86	51
0	51	544.808	275.69	0	1	0	0	1	0	86	51
1	40	544.808	275.69	1	0	0	0	1	1	86	51
1	23	504.1169	275.69	0	1	0	0	1	0	86	51
1	40	544.808	275.69	1	0	0	0	1	1	86	51
1	29	544.808	275.69	0	1	1	0	1	0	86	51
1	23	563.1402	241.3	1	0	0	0	1	0	87	51
0	16	563.1402	241.3	1	0	0	0	1	1	87	51
1	35	563.1402	241.3	1	0	0	0	1	0	87	51
0	88	521.0799	241.3	0	1	0	0	1	0	87	51
1	34	563.1402	241.3	1	0	0	0	1	0	87	51
1	28	563.1402	241.3	0	1	0	0	1	0	87	51
0	34	521.0799	241.3	0	0	0	0	1	0	87	51
1	42	521.0799	241.3	0	1	0	0	1	0	87	51
1	27	563.1402	241.3	1	0	0	0	1	1	87	51
1	70	521.0799	241.3	0	1	0	0	1	1	87	51
1	51	563.1402	241.3	0	1	0	0	1	1	87	51
1	44	521.0799	241.3	0	1	0	0	1	1	87	51
0	33	521.0799	241.3	1	0	0	0	1	0	87	51
1	35	563.1402	241.3	0	0	0	0	1	0	87	51
1	34	521.0799	241.3	1	0	0	0	1	1	87	51
0	28	521.0799	241.3	1	0	0	0	1	0	87	51
1	26	563.1402	241.3	0	1	0	0	1	1	87	51
0	65	521.0799	241.3	0	1	0	0	1	1	87	51
0	39	563.1402	241.3	1	0	0	0	1	0	87	51
0	54	521.0799	241.3	0	1	0	0	1	0	87	51
1	70	563.1402	241.3	0	1	0	0	1	1	87	51
0	23	563.1402	241.3	1	0	0	0	1	1	87	51
1	28	1663.878	1538.41	0	1	0	0	1	0	88	51
0	56	1663.878	1538.41	0	1	0	0	1	0	88	51
1	39	1663.878	1538.41	0	1	0	0	1	0	88	51
0	34	1663.878	1538.41	0	1	0	0	1	0	88	51
0	23	1663.878	1538.41	0	1	0	0	1	0	88	51
1	54	1663.878	1538.41	0	1	0	0	1	0	88	51
1	71	677.5191	48.79	0	1	0	0	1	1	89	16
1	23	677.5191	48.79	1	0	0	1	1	1	89	16
0	30	677.5191	48.79	0	1	0	1	0	0	89	16
1	29	677.5191	48.79	1	0	0	1	1	0	89	16
1	26	677.5191	48.79	1	0	0	0	1	0	89	16
0	40	677.5191	48.79	1	0	0	0	1	0	89	16
0	56	677.5191	48.79	0	1	0	1	1	0	89	16
1	40	677.5191	48.79	0	0	0	0	1	0	89	16
0	64	677.5191	48.79	1	0	0	1	0	0	89	16
0	34	575.9322	30.14	1	0	0	0	1	0	90	19
0	40	575.9322	30.14	0	1	0	0	1	0	90	19
0	33	575.9322	30.14	1	0	0	0	1	0	90	19
1	85	575.9322	30.14	0	1	0	1	1	1	90	19
0	68	575.9322	30.14	0	1	0	0	1	1	90	19
0	71	575.9322	30.14	0	1	0	0	1	0	90	19
0	49	575.9322	30.14	1	0	0	0	1	1	90	19
1	69	575.9322	30.14	0	1	0	0	1	0	90	19
0	70	575.9322	30.14	0	1	0	0	1	0	90	19
0	85	575.9322	30.14	0	1	0	0	1	0	90	19
1	49	575.9322	30.14	0	1	1	0	1	0	90	19
0	38	575.9322	30.14	0	1	1	0	1	0	90	19
0	46	575.9322	30.14	0	1	0	0	1	0	90	19
1	23	575.9322	30.14	1	0	1	0	1	0	90	19
0	30	575.9322	30.14	0	0	0	0	1	0	90	19
0	56	1016.564	84.56	0	1	0	0	1	1	91	31
1	70	1016.564	84.56	0	1	1	0	1	1	91	31
1	40	1016.564	84.56	0	1	0	0	1	0	91	31
0	69	1016.564	84.56	0	1	0	0	1	0	91	31
0	68	1016.564	84.56	0	1	0	0	1	1	91	31
0	85	1016.564	84.56	0	1	0	0	1	0	91	31
1	41	1016.564	84.56	1	0	0	0	1	1	91	31
0	69	1016.564	84.56	0	1	0	0	1	1	91	31
1	56	1016.564	84.56	0	1	0	0	1	1	91	31
0	51	1016.564	84.56	0	1	0	0	1	0	91	31
1	51	1016.564	84.56	1	0	0	0	1	0	91	31
1	38	1016.564	84.56	0	1	1	0	1	0	91	31
1	56	1016.564	84.56	1	0	0	0	1	0	91	31
0	29	1016.564	84.56	1	0	0	0	1	0	91	31
1	43	1016.564	84.56	0	1	0	0	1	1	91	31
0	39	1016.564	84.56	1	0	0	0	1	1	91	31
0	29	1016.564	84.56	1	0	0	0	1	1	91	31
1	56	1016.564	84.56	1	0	0	0	1	0	91	31
1	74	1016.564	84.56	0	1	0	0	1	0	91	31
0	70	1016.564	84.56	0	1	0	1	1	1	91	31
1	28	1187.156	66.75	0	0	0	1	1	0	92	22
1	50	1187.156	66.75	0	1	0	0	1	0	92	22
1	30	1187.156	66.75	0	1	0	0	1	0	92	22
0	40	1187.156	66.75	1	0	0	0	1	1	92	22
0	53	1187.156	66.75	0	1	0	0	1	0	92	22
0	29	1187.156	66.75	0	1	0	0	1	0	92	22
0	36	1216.882	39.51	0	0	0	1	0	1	93	23
0	69	1216.882	39.51	0	1	0	1	0	1	93	23
0	69	1216.882	39.51	0	1	0	1	1	1	93	23
0	23	1216.882	39.51	1	0	0	1	0	1	93	23
0	44	1216.882	39.51	0	0	0	1	1	0	93	23
1	59	1216.882	39.51	0	1	0	0	1	1	93	23
0	43	1216.882	39.51	0	1	0	1	1	1	93	23
1	50	652.2116	29.15	0	1	0	1	1	0	94	23
1	51	652.2116	29.15	0	1	1	0	1	0	94	23
1	34	652.2116	29.15	1	0	0	0	1	0	94	23
0	69	652.2116	29.15	1	0	0	0	1	0	94	23
0	69	652.2116	29.15	1	0	0	1	1	0	94	23
1	69	652.2116	29.15	0	1	0	0	1	0	94	23
1	43	652.2116	29.15	1	0	0	0	1	0	94	23
0	54	652.2116	29.15	0	1	0	0	1	0	94	23
1	50	652.2116	29.15	1	0	0	0	1	0	94	23
1	53	652.2116	29.15	1	0	0	0	1	0	94	23
1	42	652.2116	29.15	0	1	0	0	1	0	94	23
1	50	652.2116	29.15	1	0	0	0	1	1	94	23
1	51	1440.374	78.49	0	1	0	1	1	1	95	32
1	68	1440.374	78.49	0	1	0	1	0	0	95	32
0	77	1440.374	78.49	0	1	0	1	1	1	95	32
0	69	1440.374	78.49	0	1	0	1	1	1	95	32
1	69	1440.374	78.49	0	1	1	0	1	1	95	32
0	68	1440.374	78.49	0	1	0	1	1	1	95	32
1	68	1440.374	78.49	0	1	0	1	1	1	95	32
1	68	1440.374	78.49	0	1	0	1	1	1	95	32
0	56	1440.374	78.49	0	1	0	1	1	1	95	32
0	67	1440.374	78.49	0	1	0	0	1	1	95	32
0	67	1440.374	78.49	0	1	0	1	1	1	95	32
0	71	1440.374	78.49	0	1	0	1	0	1	95	32
0	68	1440.374	78.49	0	1	0	0	1	1	95	32
0	88	1440.374	78.49	0	1	0	1	1	1	95	32
0	69	1440.374	78.49	0	1	0	1	0	0	95	32
1	51	641.2913	91.89	1	0	0	0	1	0	96	24
0	69	641.2913	91.89	0	1	0	0	1	0	96	24
1	85	641.2913	91.89	1	0	0	0	1	0	96	24
0	53	641.2913	91.89	0	1	0	0	1	0	96	24
0	53	641.2913	91.89	1	0	0	0	1	0	96	24
0	43	641.2913	91.89	1	0	0	0	1	0	96	24
0	23	745.7646	46.26	1	0	0	0	1	0	97	24
0	77	745.7646	46.26	0	1	0	1	0	0	97	24
0	69	745.7646	46.26	0	1	0	0	1	0	97	24
0	26	745.7646	46.26	0	0	0	1	0	1	97	24
0	69	745.7646	46.26	0	1	0	0	1	1	97	24
1	77	745.7646	46.26	0	1	0	0	1	1	97	24
1	37	745.7646	46.26	1	0	0	0	1	0	97	24
0	30	745.7646	46.26	1	0	0	0	1	1	97	24
1	34	745.7646	46.26	1	0	0	0	1	0	97	24
1	30	745.7646	46.26	1	0	0	0	1	0	97	24
1	59	745.7646	46.26	1	0	0	0	1	1	97	24
0	69	745.7646	46.26	0	1	0	0	1	1	97	24
1	38	745.7646	46.26	0	1	0	0	1	1	97	24
0	70	745.7646	46.26	0	1	0	0	1	1	97	24
0	34	745.7646	46.26	0	1	0	0	1	0	97	24
0	56	745.7646	46.26	0	1	0	0	1	0	97	24
1	25	229.2402	205.11	0	1	0	0	0	0	98	25
1	25	229.2402	205.11	1	0	0	0	1	0	98	25
1	34	229.2402	205.11	1	0	0	0	1	0	98	25
1	40	229.2402	205.11	1	0	0	0	1	0	98	25
0	29	229.2402	205.11	1	0	0	0	1	0	98	25
1	29	812.5509	41.99	0	0	0	1	0	0	99	26
1	30	812.5509	41.99	0	1	0	1	1	0	99	26
0	59	812.5509	41.99	0	0	0	1	0	0	99	26
0	34	812.5509	41.99	0	1	0	0	1	0	99	26
0	39	812.5509	41.99	0	1	0	0	1	0	99	26
1	34	812.5509	41.99	0	1	0	0	1	1	99	26
0	16	812.5509	41.99	0	1	0	0	1	0	99	26
1	59	812.5509	41.99	0	1	0	0	1	0	99	26
1	38	812.5509	41.99	1	0	0	0	1	0	99	26
1	43	812.5509	41.99	0	1	1	0	1	0	99	26
1	34	812.5509	41.99	1	0	0	0	1	0	99	26
1	23	812.5509	41.99	0	1	0	0	1	0	99	26
1	49	812.5509	41.99	0	0	0	1	0	0	99	26
0	51	812.5509	41.99	0	1	0	0	1	1	99	26
1	31	812.5509	41.99	0	0	1	0	0	0	99	26
0	30	812.5509	41.99	0	1	0	0	1	0	99	26
1	85	812.5509	41.99	0	1	0	1	1	1	99	26
1	69	812.5509	41.99	0	1	0	0	1	0	99	26
1	64	290.3767	112.09	1	0	0	1	0	0	100	48
0	37	290.3767	112.09	1	0	0	0	1	0	100	48
1	23	290.3767	112.09	0	1	0	1	0	0	100	48
0	53	290.3767	112.09	0	1	0	1	0	0	100	48
1	45	290.3767	112.09	0	0	0	1	0	0	100	48
0	40	290.3767	112.09	0	1	0	1	1	0	100	48
1	21	290.3767	112.09	0	0	0	0	0	0	100	48
1	67	290.3767	112.09	0	1	0	1	1	0	100	48
0	38	290.3767	112.09	0	0	0	0	1	0	100	48
0	26	290.3767	112.09	0	0	0	1	0	0	100	48
0	23	572.5126	34.64	0	0	0	1	0	0	101	48
1	64	572.5126	34.64	0	1	0	0	1	1	101	48
0	64	572.5126	34.64	0	1	0	0	1	1	101	48
0	59	572.5126	34.64	0	1	0	0	1	0	101	48
1	66	572.5126	34.64	1	0	0	0	1	0	101	48
0	59	572.5126	34.64	1	0	0	0	1	0	101	48
1	30	572.5126	34.64	1	0	0	0	1	0	101	48
0	23	572.5126	34.64	0	1	0	0	1	1	101	48
1	77	572.5126	34.64	0	1	0	0	1	1	101	48
1	69	572.5126	34.64	0	1	0	0	1	1	101	48
1	30	572.5126	34.64	0	1	0	0	1	0	101	48
1	42	572.5126	34.64	0	1	0	0	1	1	101	48
1	56	572.5126	34.64	0	1	0	0	1	1	101	48
0	30	572.5126	34.64	1	0	0	0	1	0	101	48
0	69	572.5126	34.64	0	1	0	0	1	0	101	48
0	49	572.5126	34.64	1	0	0	0	1	1	101	48
1	56	572.5126	34.64	1	0	0	0	1	0	101	48
0	29	572.5126	34.64	0	1	0	0	1	0	101	48
0	39	572.5126	34.64	1	0	0	1	1	1	101	48
0	56	572.5126	34.64	0	1	0	0	1	0	101	48
1	34	417.2526	27.22	0	0	0	0	1	1	102	48
0	23	417.2526	27.22	0	0	0	1	1	0	102	48
1	30	417.2526	27.22	1	0	0	0	1	1	102	48
1	43	417.2526	27.22	0	1	0	1	1	0	102	48
0	25	417.2526	27.22	0	1	0	0	1	1	102	48
1	31	417.2526	27.22	0	0	0	1	1	0	102	48
1	33	417.2526	27.22	0	1	0	0	1	0	102	48
1	30	417.2526	27.22	0	1	0	1	0	0	102	48
1	37	417.2526	27.22	0	1	1	0	1	1	102	48
